DATE,HOUR,INVAGE,STREET2,STREET1,ALCOHOL,INJURY,.fitted
2009-01-06,7,37,COMPASS CRT,MIDDLEFIELD RD,0,Minor,2.2204460492503126e-16
2009-01-06,13,52,REAN DR,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2009-01-06,13,67,REAN DR,SHEPPARD AVE E,0,Fatal,2.2204460492503126e-16
2009-01-07,16,52,CALEDONIA Road,2160 EGLINTON AVE W,0,None,2.2204460492503126e-16
2009-01-07,16,57,CALEDONIA Road,2160 EGLINTON AVE W,0,Major,2.2204460492503126e-16
2009-01-08,14,47,COLLEGE ST,BATHURST ST,0,Major,2.2204460492503126e-16
2009-01-08,14,27,COLLEGE ST,BATHURST ST,0,None,0.9999999999999998
2008-11-21,18,32,RALPH Stre,LAWRENCE Aven W,0,Major,2.2204460492503126e-16
2009-01-08,14,22,TANGREEN CRT,STEELES AVE W,0,None,2.2204460492503126e-16
2009-01-08,14,72,TANGREEN CRT,STEELES AVE W,0,Minor,2.2204460492503126e-16
2009-01-08,14,72,TANGREEN CRT,STEELES AVE W,0,Major,2.2204460492503126e-16
2009-01-09,16,67,PAPE AVE,GERRARD ST E,0,None,2.2204460492503126e-16
2009-01-09,16,52,PAPE AVE,GERRARD ST E,0,Major,2.2204460492503126e-16
2009-01-10,18,27,NASHVILLE AVE,KEELE ST,0,None,2.2204460492503126e-16
2009-01-10,18,67,NASHVILLE AVE,KEELE ST,0,Major,2.2204460492503126e-16
2009-01-12,8,47,CINEMART DR,MILNER AVE,0,Major,2.2204460492503126e-16
2009-01-12,8,17,CINEMART DR,MILNER AVE,0,None,2.2204460492503126e-16
2009-01-12,11,52,SLOANE AVE,EGLINTON AVE E,0,None,2.2204460492503126e-16
2009-01-12,11,42,SLOANE AVE,EGLINTON AVE E,0,Major,2.2204460492503126e-16
2009-01-13,9,82,MOSSBANK Driv,LAWRENCE Aven E,0,None,2.2204460492503126e-16
2009-01-13,9,12,MOSSBANK Driv,LAWRENCE Aven E,0,Major,2.2204460492503126e-16
2009-01-14,11,82,MIDLAND AVE,PASSMORE AVE,0,Major,2.2204460492503126e-16
2009-01-14,13,42,SUMMITCREST Driv,ISLINGTON Aven,0,None,2.2204460492503126e-16
2009-01-14,13,17,SUMMITCREST Driv,ISLINGTON Aven,0,Major,2.2204460492503126e-16
2009-01-14,13,37,FINCH AVE E,TAPSCOTT RD,0,None,2.2204460492503126e-16
2009-01-14,13,62,FINCH AVE E,TAPSCOTT RD,0,Major,2.2204460492503126e-16
2009-01-18,15,47,WINGOLD AVE,DUFFERIN ST,0,None,2.2204460492503126e-16
2009-01-18,15,47,WINGOLD AVE,DUFFERIN ST,0,Major,2.2204460492503126e-16
2009-01-19,18,67,RUMSEY RD,EGLINTON AVE E,0,Major,2.2204460492503126e-16
2009-01-19,18,57,RUMSEY RD,EGLINTON AVE E,0,None,2.2204460492503126e-16
2009-01-19,18,37,RUMSEY RD,EGLINTON AVE E,0,Minor,2.2204460492503126e-16
2009-01-20,13,32,LOWER SHERBOURNE Stre,LAKE SHORE Boul E,0,Minimal,2.2204460492503126e-16
2009-01-20,13,52,LOWER SHERBOURNE Stre,LAKE SHORE Boul E,0,Minor,2.2204460492503126e-16
2009-01-20,13,27,LOWER SHERBOURNE Stre,LAKE SHORE Boul E,0,Major,2.2204460492503126e-16
2009-01-26,1,57,CARLAW Aven,LAKE SHORE Boul E,0,Major,2.2204460492503126e-16
2009-01-26,1,22,CARLAW Aven,LAKE SHORE Boul E,0,Minimal,2.2204460492503126e-16
2009-01-28,13,47,YONGE St,GERRARD St E,0,None,2.2204460492503126e-16
2009-01-28,13,22,YONGE St,GERRARD St E,0,Major,2.2204460492503126e-16
2009-01-28,21,77,EVANS Aven,THE EAST MALL,0,Major,2.2204460492503126e-16
2009-01-31,17,42,EGLINTON AVE W,BLACK CREEK DR,0,Major,2.2204460492503126e-16
2009-01-31,17,37,EGLINTON AVE W,BLACK CREEK DR,0,None,2.2204460492503126e-16
2009-02-02,9,52,DUNDAS Stre E,GREENWOOD Aven,0,None,2.2204460492503126e-16
2009-02-02,9,37,DUNDAS Stre E,GREENWOOD Aven,0,Major,2.2204460492503126e-16
2009-02-02,14,52,SHARPE Stre,KINGSTON Road,0,None,2.2204460492503126e-16
2009-02-02,14,82,SHARPE Stre,KINGSTON Road,0,Major,2.2204460492503126e-16
2009-02-02,16,57,WESTON RD,FINCH AVE W,0,None,2.2204460492503126e-16
2009-06-14,22,32,STEPHEN DR,THE QUEENSWAY,1,Major,0.9999999999999998
2009-02-02,16,92,WESTON RD,FINCH AVE W,0,Fatal,2.2204460492503126e-16
2009-02-05,9,37,HARRISON RD,YORK MILLS RD,0,None,2.2204460492503126e-16
2009-02-05,9,22,HARRISON RD,YORK MILLS RD,0,Major,2.2204460492503126e-16
2009-02-08,18,52,BERESFORD AVE,DUNDAS ST W,0,None,2.2204460492503126e-16
2009-02-08,18,47,BERESFORD AVE,DUNDAS ST W,0,Major,2.2204460492503126e-16
2009-02-09,2,37,LIPTON Aven,PAPE Aven,0,None,2.2204460492503126e-16
2009-02-09,2,72,LIPTON Aven,PAPE Aven,0,Major,2.2204460492503126e-16
2009-02-12,14,37,BANK ST,DUFFERIN ST,0,Major,2.2204460492503126e-16
2009-05-22,18,52,ALLIANCE Aven,JANE Stre,0,None,2.2204460492503126e-16
2009-07-17,10,27,SPADINA AVE,HARBORD ST,0,Major,2.2204460492503126e-16
2009-06-13,18,17,SHAW ST,DUPONT ST,0,None,2.2204460492503126e-16
2009-02-12,14,47,BANK ST,DUFFERIN ST,0,None,2.2204460492503126e-16
2008-11-23,1,47,MARKHAM ST,COLLEGE ST,0,None,2.2204460492503126e-16
2009-07-18,2,52,DUNDAS ST E,RIVER ST,0,None,2.2204460492503126e-16
2009-08-11,22,22,MEADOWVALE Road,SHEPPARD Aven E,0,None,2.2204460492503126e-16
2009-03-11,21,42,BLOOR ST W,DUNDAS ST W,0,Major,2.2204460492503126e-16
2009-03-11,21,42,BLOOR ST W,DUNDAS ST W,0,None,2.2204460492503126e-16
2009-06-14,22,32,STEPHEN DR,THE QUEENSWAY,1,Minimal,0.9999999999999998
2008-11-23,1,32,MARKHAM ST,COLLEGE ST,0,Major,2.2204460492503126e-16
2009-07-18,2,22,DUNDAS ST E,RIVER ST,0,Major,2.2204460492503126e-16
2009-08-12,14,42,BLACK CREEK Driv,TODD BAYLIS Boul,0,None,2.2204460492503126e-16
2009-03-12,15,82,NEEDLE FIRWAY,FIRGROVE CRES,0,None,2.2204460492503126e-16
2009-03-12,15,7,NEEDLE FIRWAY,FIRGROVE CRES,0,Major,2.2204460492503126e-16
2008-11-23,19,27,MCLEVIN Ave,NEILSON Rd,0,Major,2.2204460492503126e-16
2009-08-12,14,52,BLACK CREEK Driv,TODD BAYLIS Boul,0,Major,2.2204460492503126e-16
2009-07-18,11,22,MORTIMER AVE,WOODBINE AVE,0,None,2.2204460492503126e-16
2009-08-13,21,22,ST CLAIR AVE W,YONGE ST,0,Major,2.2204460492503126e-16
2009-07-18,11,42,MORTIMER AVE,WOODBINE AVE,0,None,2.2204460492503126e-16
2009-05-24,13,82,ELLESMERE RD,BRIMLEY RD,0,Major,2.2204460492503126e-16
2009-08-15,14,67,MORNINGSIDE Aven,LAWRENCE Aven E,0,Minimal,2.2204460492503126e-16
2009-08-15,14,57,MORNINGSIDE Aven,LAWRENCE Aven E,0,Major,2.2204460492503126e-16
2009-04-20,13,87,HIGH PARK BLVD,RONCESVALLES AVE,0,Fatal,2.2204460492503126e-16
2009-08-16,14,77,CHAPLIN CRES,YONGE ST,0,Major,2.2204460492503126e-16
2009-08-16,14,32,CHAPLIN CRES,YONGE ST,0,Minimal,2.2204460492503126e-16
2009-08-16,19,82,DUNDAS ST W,LANSDOWNE AVE,0,Major,2.2204460492503126e-16
2009-06-17,17,62,DUNDAS ST W,KEELE ST,0,None,2.2204460492503126e-16
2008-11-24,4,17,FORTIETH St,LAKE SHORE Blvd W,0,Major,2.2204460492503126e-16
2009-02-13,17,32,HARLANDALE AVE W,YONGE ST,0,None,2.2204460492503126e-16
2009-08-16,19,22,DUNDAS ST W,LANSDOWNE AVE,0,None,2.2204460492503126e-16
2009-08-17,7,57,MILL ST,YONGE ST,0,Major,2.2204460492503126e-16
2009-08-17,13,22,STEELES AVE E,YONGE ST,0,None,2.2204460492503126e-16
2009-08-17,13,52,STEELES AVE E,YONGE ST,0,Major,2.2204460492503126e-16
2009-08-17,18,52,RIPLEY AVE,SOUTH KINGSWAY,0,Major,2.2204460492503126e-16
2009-08-17,18,57,RIPLEY AVE,SOUTH KINGSWAY,0,None,2.2204460492503126e-16
2009-08-19,2,32,KINGSTON RD,QUEEN ST E,0,None,2.2204460492503126e-16
2009-08-19,2,62,KINGSTON RD,QUEEN ST E,0,Major,2.2204460492503126e-16
2009-08-20,20,47,MCNICOLL AVE,VICTORIA PARK AVE,0,None,2.2204460492503126e-16
2009-08-20,20,42,MCNICOLL AVE,VICTORIA PARK AVE,0,Major,2.2204460492503126e-16
2009-09-08,19,22,BATHURST ST,KING ST W,0,Minor,0.9999999999999998
2009-08-24,5,67,WILLIAM CRAGG DR,JANE ST,0,None,2.2204460492503126e-16
2009-08-24,5,22,WILLIAM CRAGG DR,JANE ST,0,Major,2.2204460492503126e-16
2009-08-25,18,42,WEST HILL DR,LAWRENCE AVE E,0,Major,2.2204460492503126e-16
2009-08-25,18,32,WEST HILL DR,LAWRENCE AVE E,0,None,2.2204460492503126e-16
2009-08-26,7,52,BRIMLEY RD,ELLESMERE RD,0,None,2.2204460492503126e-16
2009-08-26,7,42,BRIMLEY RD,ELLESMERE RD,0,Major,2.2204460492503126e-16
2009-08-27,9,32,MARLEE AVE,LAWRENCE AVE W,0,None,2.2204460492503126e-16
2009-08-27,9,87,MARLEE AVE,LAWRENCE AVE W,0,Fatal,2.2204460492503126e-16
2009-08-29,18,62,MEADOWVALE RD,SHEPPARD AVE E,0,Major,2.2204460492503126e-16
2009-08-29,18,27,MEADOWVALE RD,SHEPPARD AVE E,0,Minimal,2.2204460492503126e-16
2009-08-29,21,52,THORNCLIFFE PARK Driv,OVERLEA Boul,0,None,2.2204460492503126e-16
2009-08-29,21,47,THORNCLIFFE PARK Driv,OVERLEA Boul,0,Major,2.2204460492503126e-16
2009-08-31,21,42,AVENUE RD,BLOOR ST W,0,None,2.2204460492503126e-16
2009-09-01,10,42,ORDE St,MC CAUL St,0,None,2.2204460492503126e-16
2009-09-01,10,67,ORDE St,MC CAUL St,0,None,2.2204460492503126e-16
2009-09-01,10,32,ORDE St,MC CAUL St,0,Major,2.2204460492503126e-16
2009-09-01,12,47,NASSAU ST,SPADINA AVE,0,None,2.2204460492503126e-16
2009-09-01,12,67,NASSAU ST,SPADINA AVE,0,Fatal,2.2204460492503126e-16
2009-09-01,14,27,COLLEGE ST,UNIVERSITY AVE,0,Minimal,2.2204460492503126e-16
2009-09-01,14,47,COLLEGE ST,UNIVERSITY AVE,0,Major,2.2204460492503126e-16
2009-09-01,21,17,STEELES AVE E,PICKERING TOWN LINE,0,Major,2.2204460492503126e-16
2009-09-01,21,17,STEELES AVE E,PICKERING TOWN LINE,0,Major,2.2204460492503126e-16
2009-09-01,21,17,STEELES AVE E,PICKERING TOWN LINE,0,Major,2.2204460492503126e-16
2009-09-01,21,17,STEELES AVE E,PICKERING TOWN LINE,0,Major,2.2204460492503126e-16
2009-09-01,21,17,STEELES AVE E,PICKERING TOWN LINE,0,Major,2.2204460492503126e-16
2009-09-01,23,22,EVANS AVE,KIPLING AVE,0,Major,2.2204460492503126e-16
2009-09-01,23,22,EVANS AVE,KIPLING AVE,0,None,2.2204460492503126e-16
2009-09-02,17,37,BANNOCKBURN AVE,BATHURST ST,0,None,2.2204460492503126e-16
2009-09-02,17,12,BANNOCKBURN AVE,BATHURST ST,0,Major,2.2204460492503126e-16
2009-09-02,22,27,JAYZEL DR,FINCH AVE W,1,None,0.9999999999999998
2009-09-02,22,27,JAYZEL DR,FINCH AVE W,1,Major,0.9999999999999998
2009-09-08,15,47,MUNRO PARK AVE,QUEEN ST E,0,Major,2.2204460492503126e-16
2009-09-08,15,32,MUNRO PARK AVE,QUEEN ST E,0,None,2.2204460492503126e-16
2009-09-08,19,32,BATHURST ST,KING ST W,0,Major,0.9999999999999998
2009-09-08,19,42,BATHURST ST,KING ST W,0,None,0.9999999999999998
2009-09-09,14,27,BERKELEY ST,GERRARD ST E,0,Major,2.2204460492503126e-16
2009-09-09,14,22,BERKELEY ST,GERRARD ST E,0,None,2.2204460492503126e-16
2009-09-09,14,82,LEE Ave,KINGSTON Rd,0,Major,2.2204460492503126e-16
2009-09-09,14,62,LEE Ave,KINGSTON Rd,0,None,2.2204460492503126e-16
2009-09-11,11,77,WOODBOROUGH AVE,CASTLEFIELD AVE,0,None,2.2204460492503126e-16
2009-09-11,11,57,WOODBOROUGH AVE,CASTLEFIELD AVE,0,Major,2.2204460492503126e-16
2009-09-11,12,47,WELBECK Rd,SHEPPARD Ave W,0,Major,2.2204460492503126e-16
2009-09-11,12,52,WELBECK Rd,SHEPPARD Ave W,0,None,2.2204460492503126e-16
2009-09-11,12,57,WELBECK Rd,SHEPPARD Ave W,0,Major,2.2204460492503126e-16
2009-09-11,20,37,ARNCLIFFE CRES,VICTORIA PARK AVE,0,None,2.2204460492503126e-16
2009-09-11,20,17,ARNCLIFFE CRES,VICTORIA PARK AVE,0,Fatal,2.2204460492503126e-16
2009-09-14,21,32,CLIFFSIDE DR,KINGSTON RD,0,Minor,2.2204460492503126e-16
2009-09-14,21,52,CLIFFSIDE DR,KINGSTON RD,0,Minor,2.2204460492503126e-16
2009-03-13,5,52,CARLSON CRT,ATTWELL DR,0,Minimal,2.2204460492503126e-16
2009-07-18,11,87,MORTIMER AVE,WOODBINE AVE,0,Fatal,2.2204460492503126e-16
2009-05-24,13,17,ELLESMERE RD,BRIMLEY RD,0,Minor,2.2204460492503126e-16
2009-06-17,17,87,DUNDAS ST W,KEELE ST,0,Fatal,2.2204460492503126e-16
2009-05-24,13,42,ELLESMERE RD,BRIMLEY RD,0,Major,2.2204460492503126e-16
2009-03-13,5,47,CARLSON CRT,ATTWELL DR,0,Major,2.2204460492503126e-16
2008-11-24,4,42,FORTIETH St,LAKE SHORE Blvd W,0,None,2.2204460492503126e-16
2009-05-24,13,47,ELLESMERE RD,BRIMLEY RD,0,Minor,2.2204460492503126e-16
2009-02-13,17,27,HARLANDALE AVE W,YONGE ST,0,Major,2.2204460492503126e-16
2008-11-26,17,67,FINCH AVE E,WARDEN AVE,0,None,2.2204460492503126e-16
2009-07-18,16,67,SCARBORO BEACH BLVD,QUEEN ST E,0,None,2.2204460492503126e-16
2008-11-24,17,52,SHUTER ST,RIVER ST,0,Major,2.2204460492503126e-16
2008-11-24,17,47,SHUTER ST,RIVER ST,0,None,2.2204460492503126e-16
2008-11-26,17,72,FINCH AVE E,WARDEN AVE,0,None,2.2204460492503126e-16
2008-11-26,17,47,FINCH AVE E,WARDEN AVE,0,None,2.2204460492503126e-16
2008-11-26,17,57,FINCH AVE E,WARDEN AVE,0,Fatal,2.2204460492503126e-16
2008-11-26,19,22,JOHN GARLAND BLVD,KIPLING AVE,0,None,2.2204460492503126e-16
2008-11-26,19,32,JOHN GARLAND BLVD,KIPLING AVE,0,Major,2.2204460492503126e-16
2008-11-27,9,92,HAVENDALE RD,MIDLAND AVE,0,None,2.2204460492503126e-16
2008-11-27,9,57,HAVENDALE RD,MIDLAND AVE,0,Major,2.2204460492503126e-16
2008-11-28,9,72,TOWN CENTRE CRT,MCCOWAN RD,0,None,2.2204460492503126e-16
2008-11-28,9,37,TOWN CENTRE CRT,MCCOWAN RD,0,Major,2.2204460492503126e-16
2008-11-28,9,37,TOWN CENTRE CRT,MCCOWAN RD,0,None,2.2204460492503126e-16
2008-11-28,18,62,PARLIAMENT ST,BLOOR ST E,1,None,2.2204460492503126e-16
2008-11-28,18,52,PARLIAMENT ST,BLOOR ST E,1,Major,2.2204460492503126e-16
2008-11-30,19,47,ISLINGTON AVE,BARKWIN DR,0,Major,2.2204460492503126e-16
2008-12-01,13,37,ULSTER Stre,BATHURST Stre,0,Major,2.2204460492503126e-16
2008-12-01,13,22,ULSTER Stre,BATHURST Stre,0,None,2.2204460492503126e-16
2008-12-02,12,42,PETROLIA RD,STEELES AVE W,0,Major,2.2204460492503126e-16
2008-12-02,12,52,PETROLIA RD,STEELES AVE W,0,None,2.2204460492503126e-16
2008-12-03,11,42,ST DENNIS EGLINTON E RAMP,EGLINTON AVE E,0,None,2.2204460492503126e-16
2008-12-03,11,52,ST DENNIS EGLINTON E RAMP,EGLINTON AVE E,0,Major,2.2204460492503126e-16
2008-12-03,19,42,CRESCENT Road,40 CLUNY DR,0,None,2.2204460492503126e-16
2008-12-03,19,57,CRESCENT Road,40 CLUNY DR,0,Major,2.2204460492503126e-16
2008-12-04,7,57,ALBION RD,HIGHWAY 27  S,0,None,2.2204460492503126e-16
2008-12-04,7,17,ALBION RD,HIGHWAY 27  S,0,Major,2.2204460492503126e-16
2008-12-04,7,52,LEXFIELD AVE,WILSON AVE,0,None,2.2204460492503126e-16
2008-12-04,7,42,LEXFIELD AVE,WILSON AVE,0,Major,2.2204460492503126e-16
2008-12-05,13,42,YEOMANS RD,SHEPPARD AVE W,0,None,2.2204460492503126e-16
2008-12-05,13,82,YEOMANS RD,SHEPPARD AVE W,0,Major,2.2204460492503126e-16
2008-12-05,14,37,TORO RD W,KEELE ST,0,None,2.2204460492503126e-16
2008-12-05,14,72,TORO RD W,KEELE ST,0,None,2.2204460492503126e-16
2008-12-05,14,42,TORO RD W,KEELE ST,0,Major,2.2204460492503126e-16
2008-12-08,5,62,OAKDALE Rd,FINCH Ave W,0,Minor,2.2204460492503126e-16
2008-12-08,5,47,OAKDALE Rd,FINCH Ave W,0,Major,2.2204460492503126e-16
2008-12-08,5,27,OAKDALE Rd,FINCH Ave W,0,Minimal,2.2204460492503126e-16
2008-12-09,18,52,SPADINA RD,MACPHERSON AVE,0,None,2.2204460492503126e-16
2008-12-09,18,57,SPADINA RD,MACPHERSON AVE,0,Major,2.2204460492503126e-16
2008-12-10,12,57,LOWER JARVIS ST,LAKE SHORE BLVD E,0,Minimal,2.2204460492503126e-16
2008-12-10,12,72,LOWER JARVIS ST,LAKE SHORE BLVD E,0,Major,2.2204460492503126e-16
2008-12-10,12,72,LOWER JARVIS ST,LAKE SHORE BLVD E,0,Minor,2.2204460492503126e-16
2008-12-11,23,32,JOHN ST,RICHMOND ST W,0,None,2.2204460492503126e-16
2008-12-11,23,22,JOHN ST,RICHMOND ST W,0,Major,2.2204460492503126e-16
2008-12-13,21,32,MORNINGSIDE AVE,SHEPPARD AVE E,0,Fatal,2.2204460492503126e-16
2008-12-13,21,62,MORNINGSIDE AVE,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2008-12-14,3,27,JANE ST,FINCH AVE W,0,None,2.2204460492503126e-16
2008-12-14,3,32,JANE ST,FINCH AVE W,0,Major,2.2204460492503126e-16
2008-12-15,9,27,CHAPLIN CRES,EGLINTON AVE W,0,None,2.2204460492503126e-16
2008-12-15,9,32,CHAPLIN CRES,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2008-12-17,22,42,BAY ST,QUEEN ST W,0,None,2.2204460492503126e-16
2008-12-17,22,57,BAY ST,QUEEN ST W,0,Major,2.2204460492503126e-16
2008-12-22,17,47,SULLIVAN ST,SPADINA AVE,0,None,2.2204460492503126e-16
2008-12-22,17,47,SULLIVAN ST,SPADINA AVE,0,Major,2.2204460492503126e-16
2008-12-26,12,22,CASSANDRA BLVD,VICTORIA PARK AVE,0,None,2.2204460492503126e-16
2008-12-26,12,37,CASSANDRA BLVD,VICTORIA PARK AVE,0,Major,2.2204460492503126e-16
2008-12-29,9,42,VIRGILWOOD DR,FINCH AVE W,0,None,2.2204460492503126e-16
2008-12-29,9,52,VIRGILWOOD DR,FINCH AVE W,0,Major,2.2204460492503126e-16
2009-01-01,2,22,DANFORTH RD,EGLINTON AVE E,0,None,2.2204460492503126e-16
2009-01-01,2,52,DANFORTH RD,EGLINTON AVE E,0,Fatal,2.2204460492503126e-16
2009-06-17,19,82,TWEEDSMUIR AVE,ST CLAIR AVE W,0,Major,2.2204460492503126e-16
2009-05-24,13,57,ELLESMERE RD,BRIMLEY RD,0,Minor,2.2204460492503126e-16
2009-05-24,13,42,ELLESMERE RD,BRIMLEY RD,0,Minimal,2.2204460492503126e-16
2009-06-18,22,42,MARTIN GROVE RD,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2009-02-16,16,57,SHEPPARD Ave W,HOVE St,0,None,2.2204460492503126e-16
2009-03-14,17,52,WELLINGTON ST W,BAY ST,0,None,2.2204460492503126e-16
2011-07-09,1,2,STAINES RD,STEELES AVE E,0,Major,2.2204460492503126e-16
2009-07-18,16,57,SCARBORO BEACH BLVD,QUEEN ST E,0,Major,2.2204460492503126e-16
2009-06-18,22,22,MARTIN GROVE RD,EGLINTON AVE W,0,Major,2.2204460492503126e-16
2009-02-16,16,87,SHEPPARD Ave W,HOVE St,0,Major,2.2204460492503126e-16
2009-03-14,17,17,WELLINGTON ST W,BAY ST,0,Major,2.2204460492503126e-16
2009-05-24,13,47,ELLESMERE RD,BRIMLEY RD,0,Minimal,2.2204460492503126e-16
2009-02-17,6,52,MIDLAND Aven,MCNICOLL Aven,0,Major,2.2204460492503126e-16
2009-05-24,13,62,ELLESMERE RD,BRIMLEY RD,0,Minimal,2.2204460492503126e-16
2009-07-18,21,57,LOMBARD ST,CHURCH ST,0,None,2.2204460492503126e-16
2009-03-17,18,67,EGLINTON AVE W,BLACK CREEK DR,0,None,2.2204460492503126e-16
2009-05-25,17,37,ALNESS Stre,FINCH Aven W,0,Major,2.2204460492503126e-16
2009-02-17,6,57,MIDLAND AVE,MCNICOLL AVE,0,None,2.2204460492503126e-16
2009-06-19,10,72,BLOOR ST W,MANNING AVE,0,None,2.2204460492503126e-16
2009-03-17,18,22,EGLINTON AVE W,BLACK CREEK DR,0,Major,2.2204460492503126e-16
2009-03-19,23,42,MIDLAND Aven,KINGSTON Road,0,None,2.2204460492503126e-16
2009-03-19,23,17,MIDLAND Aven,KINGSTON Road,0,Major,2.2204460492503126e-16
2009-03-21,21,82,QUEENS PLATE DR,REXDALE BLVD,0,None,2.2204460492503126e-16
2009-03-21,21,72,QUEENS PLATE DR,REXDALE BLVD,0,Major,2.2204460492503126e-16
2009-03-25,21,32,BLUE JAYS WAY,FRONT ST W,0,None,2.2204460492503126e-16
2009-03-25,21,27,BLUE JAYS WAY,FRONT ST W,0,Fatal,2.2204460492503126e-16
2009-03-28,14,32,SORAUREN AVE,DUNDAS ST W,0,Major,2.2204460492503126e-16
2009-03-29,2,22,HOUNSLOW HEATH Road,ST CLAIR Aven W,0,Major,2.2204460492503126e-16
2009-03-29,2,22,HOUNSLOW HEATH Road,ST CLAIR Aven W,0,Major,2.2204460492503126e-16
2009-03-29,2,22,HOUNSLOW HEATH Road,ST CLAIR Aven W,0,Minimal,2.2204460492503126e-16
2009-03-29,2,32,HOUNSLOW HEATH Road,ST CLAIR Aven W,0,None,2.2204460492503126e-16
2009-03-29,2,22,HOUNSLOW HEATH Road,ST CLAIR Aven W,0,Major,2.2204460492503126e-16
2009-03-31,9,32,ARDEN CRES,ST CLAIR AVE E,0,Major,2.2204460492503126e-16
2009-03-31,9,52,ARDEN CRES,ST CLAIR AVE E,0,Minor,2.2204460492503126e-16
2009-04-01,12,17,MARTHA EATON Way,10 MARTHA EATON WAY,0,None,2.2204460492503126e-16
2009-04-01,12,42,MARTHA EATON Way,10 MARTHA EATON WAY,0,Major,2.2204460492503126e-16
2009-04-02,11,82,FARM GREENWAY,VICTORIA PARK AVE,0,Major,2.2204460492503126e-16
2009-04-03,14,17,WELLESLEY ST E,JARVIS ST,0,None,2.2204460492503126e-16
2009-04-03,14,92,WELLESLEY ST E,JARVIS ST,0,Fatal,2.2204460492503126e-16
2009-04-04,2,27,BLOOR ST W,LIPPINCOTT ST,1,Fatal,0.9999999999999998
2009-04-04,2,22,BLOOR ST W,LIPPINCOTT ST,1,None,0.9999999999999998
2009-04-06,21,17,SCOTTFIELD DR,FINCH AVE E,0,Minor,2.2204460492503126e-16
2009-04-06,21,57,SCOTTFIELD DR,FINCH AVE E,0,Major,2.2204460492503126e-16
2009-04-06,21,17,SCOTTFIELD DR,FINCH AVE E,0,Minor,2.2204460492503126e-16
2009-04-06,21,22,SCOTTFIELD DR,FINCH AVE E,0,Minor,2.2204460492503126e-16
2009-04-06,21,47,SCOTTFIELD DR,FINCH AVE E,0,Minor,2.2204460492503126e-16
2009-04-06,21,32,SCOTTFIELD DR,FINCH AVE E,0,None,2.2204460492503126e-16
2009-04-06,21,42,STEINWAY BLVD,ALBION RD,1,Minor,2.2204460492503126e-16
2009-04-06,21,37,STEINWAY BLVD,ALBION RD,1,Major,2.2204460492503126e-16
2009-04-07,4,47,HIGHWAY 427  N,FINCH Aven W,0,Major,2.2204460492503126e-16
2009-04-07,12,32,BATHURST ST,LAKE SHORE BLVD W,0,None,2.2204460492503126e-16
2009-04-07,12,62,BATHURST ST,LAKE SHORE BLVD W,0,Major,2.2204460492503126e-16
2009-04-07,16,57,GAMBLE AVE,BROADVIEW AVE,1,Major,0.9999999999999998
2009-04-09,5,47,MARKHAM RD,MCNICOLL AVE,0,Major,2.2204460492503126e-16
2009-04-09,5,52,MARKHAM RD,MCNICOLL AVE,0,None,2.2204460492503126e-16
2009-04-09,5,27,MARKHAM RD,MCNICOLL AVE,0,None,2.2204460492503126e-16
2009-04-10,9,77,BLOOR ST W,DOVERCOURT RD,0,None,2.2204460492503126e-16
2009-04-13,23,62,MCCOWAN RD,SHEPPARD AVE E,0,None,2.2204460492503126e-16
2009-04-10,9,77,BLOOR ST W,DOVERCOURT RD,0,Major,2.2204460492503126e-16
2009-04-10,18,12,ELLESMERE RD,PHARMACY AVE,0,Minor,2.2204460492503126e-16
2009-04-10,18,37,ELLESMERE RD,PHARMACY AVE,0,Major,2.2204460492503126e-16
2009-04-11,20,72,MORTIMER AVE,DONLANDS AVE,0,None,2.2204460492503126e-16
2009-04-11,20,12,MORTIMER AVE,DONLANDS AVE,0,Major,2.2204460492503126e-16
2009-04-13,23,32,MCCOWAN RD,SHEPPARD AVE E,0,Major,2.2204460492503126e-16
2009-04-15,15,62,MCCULLOCH AVE,BELFIELD RD,0,Major,2.2204460492503126e-16
2009-04-17,10,22,OLD WESTON RD,TOWNSLEY ST,0,None,2.2204460492503126e-16
2009-04-17,10,67,OLD WESTON RD,TOWNSLEY ST,0,Fatal,2.2204460492503126e-16
2009-04-17,18,22,1 AUTUMN AVE,MCCULLOCH AVE,0,Major,2.2204460492503126e-16
2009-04-17,18,37,1 AUTUMN AVE,MCCULLOCH AVE,0,Minor,2.2204460492503126e-16
2009-04-17,18,42,1 AUTUMN AVE,MCCULLOCH AVE,0,None,2.2204460492503126e-16
2009-04-18,15,37,LAKE SHORE W BLVD E,YONGE ST,0,Minimal,2.2204460492503126e-16
2009-04-18,15,57,LAKE SHORE W BLVD E,YONGE ST,0,Minimal,2.2204460492503126e-16
2009-04-18,15,42,LAKE SHORE W BLVD E,YONGE ST,0,Minimal,2.2204460492503126e-16
2009-04-18,15,2,LAKE SHORE W BLVD E,YONGE ST,0,Minimal,2.2204460492503126e-16
2009-04-18,15,2,LAKE SHORE W BLVD E,YONGE ST,0,Major,2.2204460492503126e-16
2009-04-18,15,2,LAKE SHORE W BLVD E,YONGE ST,0,Minimal,2.2204460492503126e-16
2009-04-18,15,27,LAKE SHORE W BLVD E,YONGE ST,0,Minor,2.2204460492503126e-16
